title,genres,release_date,budget,revenue,id
The Unborn,"Horror, Thriller, Mystery",2009-01-09,16000000,76514050,13788
It's Complicated,"Comedy, Romance",2009-12-23,85000000,219103655,22897
Gretel & Hansel,"Fantasy, Horror, Mystery",2020-01-30,5000000,22304357,542224
Killer Joe,"Crime, Comedy, Thriller",2011-09-10,10000000,4633668,73567
The Room,"Comedy, Drama, Romance",2003-06-27,6000000,1752988,17473
Centurion,"Adventure, Action, Drama",2010-02-15,12000000,6890432,23759
Rust and Bone,"Drama, Romance",2012-05-17,15400000,25762027,97365
The Light Between Oceans,"Drama, Romance",2016-09-02,20000000,25975621,283552
The Devil's Rejects,"Drama, Horror, Crime",2005-07-22,7000000,20901859,1696
Leaving Las Vegas,"Drama, Romance",1995-10-27,3600000,49800000,451
High Noon,"Western, Drama",1952-06-09,730000,8000000,288
Solomon Kane,"Adventure, Fantasy, Action",2009-09-16,45000000,19652185,32985
Elizabeth,"Drama, History",1998-09-13,30000000,82150642,4518
Tolkien,"War, Drama, Romance",2019-05-03,20000000,8654322,468224
The Farewell,"Comedy, Drama",2019-07-12,250300,23076657,565310
Charlotte's Web,"Comedy, Family, Fantasy",2006-12-07,85000000,144000000,9986
American Graffiti,"Comedy, Drama",1973-08-01,777000,140000000,838
Color Out of Space,"Horror, Science Fiction, Mystery, Thriller",2019-09-07,6000000,1023510,548473
BPM (Beats per Minute),Drama,2017-08-23,6600000,7632420,451945
Deuce Bigalow: Male Gigolo,Comedy,1999-12-10,17000000,65535067,10402
Dream House,"Mystery, Drama, Thriller",2011-09-29,50000000,38502340,69668
After Hours,"Comedy, Thriller, Drama",1985-08-16,4500000,10609321,10843
The Ant Bully,"Fantasy, Adventure, Animation, Comedy, Family",2006-07-28,50000000,55181129,9906
This Is Spinal Tap,"Music, Comedy",1984-05-04,2500000,4736202,11031
Ghost World,"Comedy, Drama",2001-07-20,7000000,8800000,1548
Sympathy for Mr. Vengeance,"Action, Drama, Thriller",2002-03-29,4000000,1954937,4689
The Doors,"Music, Drama, History",1991-03-01,38000000,34416893,10537
The Mission,"Adventure, Drama, Action, History",1986-09-29,24500000,17218023,11416
Murder on the Orient Express,"Drama, Thriller, Mystery",1974-11-22,1400000,35700000,4176
Backdraft,"Crime, Drama, Thriller, Action",1991-05-24,75000000,152368585,2924
Winter's Tale,"Drama, Fantasy, Mystery, Romance",2014-02-13,60000000,30800231,137321
The Hurricane,Drama,1999-09-17,50000000,73956241,10400
Halloween II,Horror,2009-08-28,10000000,39421467,24150
Cool Hand Luke,"Crime, Drama",1967-11-01,3200000,16217773,903
Jackass 3D,"Comedy, Documentary, Action",2010-10-15,20000000,117224271,16290
Babysitting 2,Comedy,2015-12-02,9458736,24563629,331836
Alpha Dog,"Crime, Drama, Thriller",2006-01-27,9500000,32400000,7457
Awake,"Thriller, Crime, Mystery",2007-11-28,86000000,14373825,13483
Lady in the Water,"Drama, Fantasy, Mystery",2006-07-20,70000000,72785169,9697
Fifty Shades of Black,"Romance, Comedy",2016-01-28,20000000,21164799,351819
Collateral Damage,"Action, Thriller, Drama",2002-02-06,85000000,78382433,9884
A League of Their Own,"Comedy, Drama",1992-07-01,40000000,132440069,11287
Secret in Their Eyes,"Thriller, Mystery, Drama, Crime",2015-10-14,19500000,34854990,290751
Fallen,"Crime, Drama, Thriller",1998-01-16,46000000,25232289,9411
Indecent Proposal,"Romance, Drama",1993-04-07,38000000,266614059,4478
The Boss,Comedy,2016-04-07,29000000,78636257,323676
Heartbreaker,"Romance, Comedy",2010-03-17,8700000,47355187,41211
The Witches of Eastwick,"Comedy, Fantasy",1987-06-12,22000000,63766510,6069
Shaun the Sheep Movie,"Family, Animation, Comedy, Adventure",2015-02-05,25000000,106209378,263109
Chasing Amy,"Comedy, Drama, Romance",1997-04-04,250000,12021272,2255
Out of Africa,"History, Romance, Drama",1985-12-20,31000000,227514205,606
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Family, Comedy",2014-10-08,28000000,100654149,218778
The Gambler,"Thriller, Crime, Drama",2014-12-25,25000000,39171130,284536
Welcome to the North,Comedy,2012-01-18,6000000,35000000,85038
102 Dalmatians,"Family, Comedy",2000-10-07,85000000,183611771,10481
Just Married,"Comedy, Romance",2003-01-08,18000000,101564935,12090
Ali G Indahouse,Comedy,2002-03-21,7000000,25900000,9298
Blow Out,"Thriller, Mystery, Crime",1981-07-24,18000000,12000000,11644
Kickboxer,"Action, Thriller, Drama",1989-04-20,1500000,14697005,10222
The Haunting,"Horror, Thriller, Fantasy, Mystery",1999-07-23,80000000,177311151,11618
Weird Science,"Comedy, Fantasy, Science Fiction",1985-08-01,7500000,38934048,11814
Wonder Wheel,"Drama, Romance",2017-12-01,25000000,15366466,429189
Ring,"Horror, Thriller",1998-01-30,1200000,19400000,2671
Haywire,"Action, Drama, Thriller",2011-11-01,23000000,33372606,70435
Across the Universe,"Drama, Romance, Fantasy",2007-09-14,45000000,29625761,4688
The Five-Year Engagement,"Comedy, Romance",2012-04-27,30000000,54169363,72207
Blood Simple,"Crime, Drama, Thriller",1984-09-07,1500000,4229114,11368
"You, Me and Dupree","Comedy, Romance",2006-07-13,54000000,130628903,1819
Tusk,"Comedy, Horror",2014-09-19,3000000,1882074,246403
The Girl Who Kicked the Hornet's Nest,"Action, Thriller, Crime, Mystery",2009-11-27,4000000,43498108,33613
A Streetcar Named Desire,Drama,1951-09-19,1800000,8000000,702
The Raven,"Crime, Thriller, Mystery, Horror",2012-03-09,26000000,29657751,70436
Bastille Day,Action,2016-04-22,20000000,14397593,333669
A Nightmare on Elm Street 4: The Dream Master,"Horror, Thriller",1988-08-19,13000000,49400000,10131
LOL (Laughing Out Loud),Comedy,2009-02-04,10900000,31451622,21861
Space Cowboys,"Action, Adventure, Thriller",2000-08-04,65000000,128884132,5551
Arachnophobia,"Comedy, Horror",1990-07-20,31000000,53208180,6488
We Own the Night,"Drama, Crime, Thriller",2007-10-12,21000000,55033767,2001
Holes,"Adventure, Family, Drama, Comedy",2003-04-18,20000000,71406573,8326
Syriana,"Drama, Thriller",2005-11-23,50000000,93974620,231
The Man Who Knew Too Much,"Thriller, Mystery",1956-05-16,1200000,11300000,574
Be Kind Rewind,"Drama, Comedy",2008-01-20,20000000,30600000,4953
The Legend of Hercules,"Action, Adventure",2014-01-10,70000000,61279452,188207
Mr. Right,"Comedy, Action, Romance, Crime",2016-02-29,8000000,34694,333385
A Perfect Murder,"Crime, Thriller, Drama",1998-06-05,60000000,128038368,1965
Kate & Leopold,"Romance, Fantasy, Comedy",2001-12-25,48000000,76019048,11232
Revolver,"Drama, Thriller, Crime, Mystery",2005-09-11,27000000,7164778,10851
Belfast,Drama,2021-11-12,11000000,49158343,777270
A Most Wanted Man,Thriller,2014-07-25,15000000,31554855,157849
Charade,"Comedy, Mystery, Romance",1963-12-05,4000000,13475000,4808
The American,"Crime, Drama, Thriller",2010-08-31,20000000,67876281,27579
The Best Exotic Marigold Hotel,"Drama, Comedy",2012-02-23,10000000,136836156,74534
Halloween III: Season of the Witch,"Horror, Mystery, Science Fiction",1982-10-22,2500000,14400000,10676
A Thousand Words,"Drama, Comedy",2012-03-07,40000000,22044277,72358
Star Trek III: The Search for Spock,"Science Fiction, Action, Adventure, Thriller",1984-06-01,18000000,87000000,157
New Nightmare,"Horror, Mystery, Fantasy",1994-10-13,8000000,57000000,11596
The Bar,"Horror, Thriller, Comedy",2017-02-15,6045750,3662671,420648
Dead Man Walking,Drama,1995-12-29,11000000,39363635,687
Father of the Bride,"Comedy, Romance",1991-12-20,20000000,89325780,11846
Friday the 13th Part III,Horror,1982-08-13,4000000,36690067,9728
Johnny Mnemonic,"Science Fiction, Thriller, Adventure, Action",1995-05-26,25000000,19075720,9886
Asterix: The Mansions of the Gods,"Animation, Comedy, Adventure, Family",2014-11-26,30000000,42830578,170522
Sex Drive,"Comedy, Adventure, Romance",2008-10-16,19000000,18755936,13523
Spawn,"Action, Adventure, Fantasy, Horror, Science Fiction, Thriller",1997-07-31,40000000,87840042,10336
Your Highness,"Comedy, Fantasy, Adventure, Action",2011-04-08,49900000,28013733,38319
The Girl in the Spider's Web,Thriller,2018-10-25,43000000,35164920,446807
The Strangers: Prey at Night,"Horror, Thriller",2018-03-07,12500000,31039126,371608
The Book of Henry,"Drama, Crime, Thriller",2017-06-16,10000000,4596705,382614
Annie,"Comedy, Drama, Family",2014-12-19,65000000,133821816,196867
Live by Night,"Crime, Drama, Thriller",2016-12-25,108000000,22678555,259695
Wish Upon,"Horror, Thriller, Fantasy",2017-07-07,12000000,14301505,440597
Witness for the Prosecution,"Drama, Mystery, Crime",1957-12-17,3000000,9000000,37257
Kidnap,"Drama, Thriller",2017-06-16,21000000,30718107,293768
An Education,"Drama, Romance",2009-10-29,7500000,26096852,24684
An American Tail,"Drama, Family, Animation, Adventure",1986-11-21,9000000,84542002,4978
First Reformed,Drama,2018-05-18,3500000,2525738,458737
The Sisterhood of the Traveling Pants,"Drama, Comedy",2005-06-01,25000000,39053061,9779
Replicas,"Science Fiction, Thriller, Drama",2018-10-25,30000000,8100000,300681
My Life as a Zucchini,"Animation, Comedy, Drama, Family, Romance",2016-09-22,8000000,5873256,393559
The Possession of Hannah Grace,"Horror, Drama",2018-11-29,9500000,43016528,434555
Fright Night,"Comedy, Horror",1985-08-02,9000000,24922237,11797
The Stepford Wives,"Comedy, Science Fiction, Horror",2004-06-10,90000000,102000000,9890
Under the Silver Lake,"Crime, Drama, Mystery",2018-06-21,8500000,2053469,396461
Splash,"Comedy, Fantasy, Romance",1984-03-09,8000000,69821334,2619
Midnight Cowboy,Drama,1969-05-25,3600000,44785053,3116
My Week with Marilyn,"Drama, Romance",2011-11-23,6400000,35057696,75900
Snake Eyes,"Thriller, Crime, Mystery",1998-08-07,73000000,103891409,8688
The Fisher King,"Comedy, Drama",1991-09-20,24000000,41895491,177
Larry Crowne,"Comedy, Romance, Drama",2011-06-30,30000000,75055070,59861
The Net,"Crime, Drama, Mystery, Thriller, Action",1995-07-28,22000000,110627965,1642
This Is Where I Leave You,"Drama, Comedy",2014-09-10,19800000,41296320,239678
Fried Green Tomatoes,"Drama, Comedy",1991-12-27,11000000,119418501,1633
Land of the Lost,"Adventure, Comedy, Science Fiction",2009-06-05,100000000,68688831,18162
Broken Flowers,"Comedy, Drama, Mystery, Romance",2005-08-05,10000000,46720491,308
Jason X,"Horror, Science Fiction",2001-11-09,11000000,16951798,11470
Boys Don't Cry,"Crime, Drama",1999-09-02,2000000,11540607,226
Once,"Drama, Music, Romance",2007-03-23,160000,20710513,5723
Tales from Earthsea,"Animation, Fantasy, Adventure",2006-07-29,22000000,68625104,37933
The Color of Money,Drama,1986-10-17,13800000,52293982,11873
The Wicker Man,"Horror, Mystery, Thriller",2006-08-31,40000000,38805380,9708
Sliding Doors,"Comedy, Drama, Fantasy, Romance",1998-04-23,6000000,58809149,10215
Mother's Day,"Comedy, Drama, Romance",2016-04-28,25000000,48782670,353069
James and the Giant Peach,"Adventure, Animation, Family, Fantasy",1996-04-12,38000000,28946127,10539
My Name Is Khan,"Drama, Romance",2010-02-10,12000000,42345360,26022
The Spy Next Door,"Action, Comedy, Family",2010-01-15,28000000,66166000,23172
White Men Can't Jump,"Comedy, Drama",1992-03-27,31000000,90753806,10158
Nutty Professor II: The Klumps,"Fantasy, Comedy, Romance, Science Fiction",2000-07-27,84000000,123307945,12107
Universal Soldier: The Return,"Action, Science Fiction",1999-08-05,45000000,10667893,10366
Star Trek: Generations,"Science Fiction, Action, Adventure, Thriller",1994-11-18,38000000,120000000,193
The Siege,"Drama, Action, Thriller, Crime",1998-11-06,70000000,116672912,9882
Short Term 12,Drama,2013-08-23,1000000,1645164,169813
Baby's Day Out,"Family, Comedy, Adventure, Crime, Drama",1994-07-01,50000000,16671505,11212
Titane,"Drama, Thriller, Horror",2021-07-14,6600000,5115725,630240
Darkman,"Action, Science Fiction, Thriller",1990-08-24,16000000,48878502,9556
A Lot Like Love,"Comedy, Drama, Romance",2005-04-21,30000000,42886719,8976
Clerks II,Comedy,2006-07-21,5000000,26888376,2295
Left Behind,"Thriller, Action, Science Fiction",2014-10-03,16000000,19682924,218043
The Queen,"Drama, History",2006-09-15,15000000,123384128,1165
The Outsiders,"Crime, Drama",1983-03-25,10000000,33697647,227
Dark Places,"Thriller, Mystery, Drama, Crime",2015-04-08,20000000,5090852,182560
Sweet November,"Drama, Romance",2001-02-16,40000000,65754228,1921
Save the Last Dance,"Drama, Family, Romance, Music",2001-01-12,13000000,131706809,9816
Super Mario Bros.,"Adventure, Fantasy, Comedy, Family",1993-05-28,48000000,20915465,9607
Strange Days,"Crime, Drama, Science Fiction, Thriller",1995-10-13,42000000,7959291,281
CHiPS,"Action, Comedy, Crime",2017-03-23,25000000,26800152,417644
Grudge Match,Comedy,2013-12-25,40000000,44907260,64807
The Lizzie McGuire Movie,"Family, Comedy",2003-05-02,17000000,55534455,18736
Funny People,"Comedy, Drama",2009-07-30,75000000,71585235,20829
The Wave,"Thriller, Drama, Mystery",2015-08-28,5904067,12975143,336882
Spanglish,Comedy,2004-12-17,80000000,55041367,2539
Solaris,"Drama, Science Fiction, Mystery",2002-11-27,47000000,30002758,2103
Amistad,"Drama, History, Mystery",1997-12-10,36000000,44229441,11831
Serial (Bad) Weddings 2,Comedy,2019-01-30,18500000,87761857,505436
The Eagle,"Adventure, Drama",2011-02-08,25000000,27122040,49494
Glengarry Glen Ross,"Crime, Drama, Mystery",1992-09-15,12500000,10725228,9504
Stuber,"Action, Comedy",2019-07-11,16000000,32400000,513045
The Extraordinary Adventures of Adèle Blanc-Sec,"Fantasy, Adventure, Action, Mystery",2010-04-09,25000000,34604339,35552
Asterix & Obelix: God Save Britannia,"Family, Adventure, Comedy",2012-10-17,61000000,61319383,99770
Fruitvale Station,Drama,2013-07-26,900000,17549645,157354
Friend Request,"Horror, Thriller",2016-01-07,9900000,10975390,368031
Urban Legend,"Horror, Thriller",1998-09-25,14000000,72527595,9877
Cabin Fever,Horror,2003-08-15,1500000,30553395,11547
You Again,"Comedy, Romance",2010-09-23,20000000,32054369,38303
The Santa Clause 2,"Fantasy, Comedy, Family",2002-10-31,65000000,172842355,9021
Doomsday,"Action, Thriller, Science Fiction",2008-03-14,30000000,22472631,13460
See You Up There,"Drama, Crime, War",2017-10-25,23000000,15100000,430424
Turner & Hooch,"Action, Comedy, Thriller, Crime, Family",1989-07-28,13000000,71079915,6951
Blindness,"Drama, Mystery, Science Fiction, Thriller",2008-05-14,25000000,19844979,8338
The Remains of the Day,"Drama, Romance",1993-11-05,11500000,23237911,1245
Mission: Impossible - Dead Reckoning Part One,"Action, Thriller",2023-07-08,291000000,563148955,575264
Sleepless,"Action, Crime, Thriller",2017-01-12,30000000,32540674,324542
Freddy's Dead: The Final Nightmare,"Horror, Thriller",1991-09-05,11000000,34900000,11284
Stay,"Mystery, Thriller, Drama",2005-09-24,50000000,8342132,8066
Rock of Ages,"Comedy, Drama, Music, Romance",2012-06-13,75000000,59418613,80585
Fist Fight,Comedy,2017-02-16,22000000,41087017,345922
Manhunter,"Crime, Horror, Thriller",1986-08-14,15000000,8620929,11454
Vampires Suck,"Horror, Comedy",2010-08-18,20000000,80547866,40264
A Monster in Paris,"Adventure, Animation, Comedy, Family, Fantasy",2011-10-12,25000000,26611650,77459
Tolo Tolo,"Comedy, Drama, Family",2020-01-01,20000000,52186426,593402
The Man from Nowhere,"Action, Thriller, Crime",2010-08-04,1255000,43059790,51608
The Specialist,"Action, Thriller",1994-10-07,45000000,170362582,2636
Wanderlust,"Comedy, Romance",2012-02-23,35000000,24159934,50647
Bullet to the Head,"Action, Crime, Thriller",2013-01-31,55000000,9489829,70074
The Thirteenth Floor,"Thriller, Science Fiction, Mystery",1999-04-16,16000000,18564088,1090
Fantasia 2000,"Animation, Family, Music",1999-12-31,80000000,60655420,49948
Shaft,"Action, Adventure, Crime, Thriller",2000-06-15,46000000,107626125,479
Insidious: The Red Door,"Horror, Mystery, Thriller",2023-07-05,16000000,185582093,614479
My Fair Lady,"Romance, Drama, Comedy",1964-10-21,17000000,72661442,11113
Westworld,"Adventure, Science Fiction, Western",1973-08-15,1200000,10000000,2362
Friday the 13th: The Final Chapter,Horror,1984-04-13,2600000,32980880,9730
Runner Runner,"Crime, Thriller, Drama",2013-09-24,30000000,62616646,146238
Takers,"Action, Crime, Drama, Thriller",2010-08-26,32000000,80205382,22907
"Roman J. Israel, Esq.","Drama, Crime, Thriller",2017-11-17,22000000,13025860,413362
Amsterdam,"Mystery, History, Thriller",2022-09-27,80000000,31245810,664469
Cocoon,"Comedy, Drama, Science Fiction",1985-06-21,17500000,85313124,10328
Outlander,"Science Fiction, Action",2008-04-24,50000000,7033683,10529
Sky Captain and the World of Tomorrow,"Mystery, Action, Thriller, Science Fiction, Adventure",2004-09-17,70000000,57958696,5137
Risky Business,"Romance, Comedy, Drama",1983-08-05,6200000,63541777,9346
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy,1996-01-12,3800000,20109115,10607
Quarantine,"Horror, Science Fiction, Thriller",2008-10-10,12000000,40855419,13812
The Rescuers Down Under,"Animation, Adventure, Family, Fantasy",1990-11-16,37931000,47431461,11135
Brahms: The Boy II,"Horror, Mystery, Thriller",2020-02-20,10000000,20311536,555974
Double Jeopardy,"Thriller, Crime, Mystery, Drama",1999-09-24,70000000,177841558,10398
The Bye Bye Man,"Horror, Thriller",2017-01-12,7400000,26667197,292280
The Fall,"Adventure, Fantasy, Drama",2006-09-09,30000000,3669465,14784
Selena,"Drama, Music, History",1997-03-21,20000000,60000000,16052
Jaws 3-D,"Thriller, Horror",1983-07-22,20500000,87987055,17692
Cult of Chucky,"Horror, Thriller",2017-10-12,6500000,2200000,393345
No Reservations,"Comedy, Romance, Drama",2007-06-15,28000000,92601050,3638
A Perfect Getaway,"Thriller, Mystery, Adventure",2009-06-08,14000000,22852638,12403
Jack,"Comedy, Family, Drama",1996-08-09,45000000,58620973,7095
Bound by Honor,"Crime, Action, Drama, Thriller",1993-02-05,35000000,4496583,9702
Popstar: Never Stop Never Stopping,"Comedy, Music",2016-06-03,20000000,9496130,341012
